sampno,vehno,vehicle_num,num_hh_vehicles,veh_year,veh_make,veh_make_other,veh_make_clean,veh_model,veh_model_other,veh_model_clean,fuel,fuel_clean,veh_type,veh_type_clean,vehicle_status,flag_hev,flag_phev,flag_fcev,flag_bev,obtain,company_car,current_acquired_year,current_acquired_month,annual_mileage,electric_percent,tnc_veh,tnc_miles,delivery,delivery_miles,mpg,replace_intent,current_primary_driver,primary_driver_id,company_acquired_year,fuel_pay,personal_miles,business_miles,company_primary_driver,company_primary_driver_id,other_drivers,behavior_1,behavior_2,behavior_3,behavior_4,behavior_5
192333,192333.v01,1,1,2001,NISSAN, ,NISSAN,,,,1,1,3,3, ,0,0,0,0,3, ,2005, ,2000, ,2, ,2, ,30,2,2,192333.p02, , , , , , , , , , , , 
192315,192315.v01,1,1,2015,MAZDA, ,MAZDA,,,,1,1,2,2, ,0,0,0,0,3, ,2017, ,30000, ,2, ,2, ,18,1,1,192315.p01, , , , , , , , , , , , 
192356,192356.v02,2,5,2003,TOYOTA, ,TOYOTA,,,,1,1,2,2, ,0,0,0,0,3, ,2015, ,15000, ,2, ,2, ,18,6,3,192356.p03, , , , , , , , , , , , 
192356,192356.v05,5,5,2017,TOYOTA, ,TOYOTA,,,,1,1,3,3, ,0,0,0,0,1, ,2017, ,10000, ,2, ,2, ,25,6,3,192356.p03, , , , , , , , , , , , 
192321,192321.v02,2,2,2005,DODGE, ,DODGE,,,,1,1,1,1, ,0,0,0,0,3, ,2006, ,500, ,2, ,2, ,30,6,2,192321.p02, , , , , , , , , , , , 
192334,192334.v02,2,4,2005,MINI, ,MINI,,,,1,1,1,1, ,0,0,0,0,1, ,2005, ,3000, ,2, ,2, ,23,6,2,192334.p02, , , , , , , , , , , , 
192331,192331.v02,2,2,2010,SUBARU, ,SUBARU,,,,1,1,3,3, ,0,0,0,0,3, ,2013, ,10000, ,2, ,2, ,29,4,2,192331.p02, , , , , , , , , , , , 
192329,192329.v01,1,2,2018,HONDA, ,HONDA,,,,1,1,3,3, ,0,0,0,0,1, ,2017, ,25000, ,2, ,2, ,35,2,1,192329.p01, , , , , , , , , , , , 
192342,192342.v02,2,2,2005,TOYOTA, ,TOYOTA,,,,1,1,12,12, ,0,0,0,0,3, ,2012, ,15000, ,2, ,2, ,25,5,2,192342.p02, , , , , , , , , , , , 
192349,192349.v02,2,3,2005,FORD, ,FORD,,,,1,1,4,4, ,0,0,0,0,3, ,2018,5,10000, ,2, ,2, ,20,3,3,192349.p03, , , , , , , , , , , , 
192343,192343.v01,1,2,2010,HONDA, ,HONDA,,,,1,1,2,2, ,0,0,0,0,1, ,2010, ,8500, ,2, ,2, ,29,3,1,192343.p01, , , , , , , , , , , , 
192359,192359.v02,2,2,2017,BMW, ,BMW,,,,3,3,1,1, ,0,1,0,0,2, ,2017, ,10000,50,2, ,2, ,45,2,2,192359.p02, , , , , , , , , , , , 
192368,192368.v01,1,1,2010,CHEVROLET, ,CHEVROLET,,,,1,1,7,7, ,0,0,0,0,3, ,2011, ,3500, ,2, ,2, ,17,5,1,192368.p01, , , , , , , , , , , , 
192366,192366.v02,2,2,2014,TOYOTA, ,TOYOTA,,,,1,1,7,7, ,0,0,0,0,1, ,2015, ,15000, ,2, ,2, ,20,2,2,192366.p02, , , , , , , , , , , , 
192375,192375.v01,1,2,2017,HYUNDAI, ,HYUNDAI,,,,1,1,8,8, ,0,0,0,0,1, ,2017, ,10000, ,2, ,2, ,20,6,1,192375.p01, , , , , , , , , , , , 
192373,192373.v01,1,1,2000,MERCEDES-BENZ, ,MERCEDES-BENZ,,,,1,1,4,4, ,0,0,0,0,3, ,2018,2,3000, ,2, ,2, ,24,2,1,192373.p01, , , , , , , , , , , , 
192382,192382.v01,1,1,2012,HONDA, ,HONDA,,,,1,1,1,1, ,0,0,0,0,3, ,2012, ,13000, ,2, ,2, ,30,3,1,192382.p01, , , , , , , , , , , , 
192394,192394.v01,1,1,2008,CHEVROLET, ,CHEVROLET,,,,1,1,1,1, ,0,0,0,0,3, ,2009, ,2500, ,2, ,2, ,25,3,1,192394.p01, , , , , , , , , , , , 
192397,192397.v02,2,2,2006,LEXUS, ,LEXUS,,,,1,1,8,8, ,0,0,0,0,3, ,2008, ,5000, ,2, ,2, ,20,2,2,192397.p02, , , , , , , , , , , , 
192398,192398.v01,1,1,2013,HYUNDAI, ,HYUNDAI,,,,1,1,3,3, ,0,0,0,0,1, ,2012, ,5500, ,2, ,2, ,22,3,1,192398.p01, , , , , , , , , , , , 
192399,192399.v01,1,3,2009,NISSAN, ,NISSAN,,,,1,1,2,2, ,0,0,0,0,1, ,2009, ,10000, ,2, ,2, ,28,2,1,192399.p01, , , , , , , , , , , , 
192415,192415.v01,1,1,2015,HONDA, ,HONDA,,,,1,1,3,3, ,0,0,0,0,1, ,2015, ,35000, ,2, ,2, ,35,3,1,192415.p01, , , , , , , , , , , , 
192416,192416.v01,1,2,2013,KIA, ,KIA,,,,1,1,3,3, ,0,0,0,0,1, ,2013, ,15000, ,2, ,2, ,28,1,1,192416.p01, , , , , , , , , , , , 
192417,192417.v02,2,2,2006,TOYOTA, ,TOYOTA,,,,1,1,10,10, ,0,0,0,0,1, ,2006, ,5000, ,1,1000,2, ,12,3,1,192417.p01, , , , , , , , , , , , 
192457,192457.v01,1,1,2016,TESLA, ,TESLA,,,,5,5,3,3, ,0,0,0,1,1, ,2016, ,10000, ,2, ,2, ,104,4,2,192457.p02, , , , , , , , , , , , 
192422,192422.v01,1,2,2008,PONTIAC, ,PONTIAC,,,,1,1,2,2, ,0,0,0,0,1, ,2008, ,4000, ,2, ,2, ,20,3,2,192422.p02, , , , , , , , , , , , 
192428,192428.v02,2,2,2017,TOYOTA, ,TOYOTA,,,,1,1,3,3, ,0,0,0,0,1, ,2017, ,3000, ,2, ,2, ,35,6,1,192428.p01, , , , , , , , , , , , 
192425,192425.v01,1,1,2013,SUBARU, ,SUBARU,,,,1,1,7,7, ,0,0,0,0,1, ,2013, ,2000, ,2, ,2, ,20,4,1,192425.p01, , , , , , , , , , , , 
192435,192435.v01,1,2,2007,TOYOTA, ,TOYOTA,,,,2,2,3,3, ,1,0,0,0,1, ,2007, ,7000, ,2, ,2, ,50,2,1,192435.p01, , , , , , , , , , , , 
192426,192426.v01,1,1,2006,HONDA, ,HONDA,,,,1,1,13,13, ,0,0,0,0,1, ,2006, ,10000, ,2, ,2, ,22,2,1,192426.p01, , , , , , , , , , , , 
192429,192429.v03,3,3,2008,MERCEDES-BENZ, ,MERCEDES-BENZ,,,,1,1,2,2, ,0,0,0,0,1, ,2008, ,1500, ,2, ,2, ,28,6,2,192429.p02, , , , , , , , , , , , 
192439,192439.v01,1,2,2016,TOYOTA, ,TOYOTA,,,,2,2,2,2, ,1,0,0,0,1, ,2016, ,59, ,2, ,2, ,29,3,2,192439.p02, , , , , , , , , , , , 
192442,192442.v01,1,2,2019,LEXUS, ,LEXUS,,,,2,2,6,6, ,1,0,0,0,1, ,2019,3,10000, ,2, ,2, ,28,5,1,192442.p01, , , , , , , , , , , , 
192450,192450.v02,2,3,2010,TOYOTA, ,TOYOTA,,,,1,1,7,7, ,0,0,0,0,1, ,2009, ,20000, ,2, ,2, ,24,3,1,192450.p01, , , , , , , , , , , , 
192444,192444.v02,2,2,2009,TOYOTA, ,TOYOTA,,,,1,1,2,2, ,0,0,0,0,1, ,2009, ,4000, ,2, ,2, ,30,4,1,192444.p01, , , , , , , , , , , , 
192462,192462.v01,1,1,2005,FORD, ,FORD,,,,1,1,2,2, ,0,0,0,0,1, ,2004, ,5000, ,2, ,2, ,30,3,1,192462.p01, , , , , , , , , , , , 
192455,192455.v01,1,1,2012,MAZDA, ,MAZDA,,,,1,1,2,2, ,0,0,0,0,1, ,2011, ,10000, ,2, ,2, ,33,3,1,192455.p01, , , , , , , , , , , , 
192467,192467.v01,1,1,2010,TOYOTA, ,TOYOTA,,,,1,1,3,3, ,0,0,0,0,1, ,2010, ,30000, ,2, ,2, ,30,1,1,192467.p01, , , , , , , , , , , , 
192463,192463.v01,1,1,2003,CHEVROLET, ,CHEVROLET,,,,1,1,9,9, ,0,0,0,0,1, ,2003, ,10000, ,2, ,2, ,20,4,1,192463.p01, , , , , , , , , , , , 
192470,192470.v02,2,3,2003,HONDA, ,HONDA,,,,1,1,10,10, ,0,0,0,0,1, ,2003, ,10000, ,2, ,2, ,29,3,2,192470.p02, , , , , , , , , , , , 
192473,192473.v01,1,2,2019,TESLA, ,TESLA,,,,5,5,3,3, ,0,0,0,1,1, ,2019,6,20000, ,2, ,2, ,122,5,1,192473.p01, , , , , , , , , , , , 
192484,192484.v02,2,2,2016,VOLVO, ,VOLVO,,,,1,1,7,7, ,0,0,0,0,3, ,2017, ,6000, ,2, ,2, ,31,6,2,192484.p02, , , , , , , , , , , , 
192497,192497.v02,2,2,1999,LEXUS, ,LEXUS,,,,1,1,3,3, ,0,0,0,0,3, ,2012, ,2000, ,2, ,2, ,20,4,1,192497.p01, , , , , , , , , , , , 
192480,192480.v01,1,1,2015,TOYOTA, ,TOYOTA,,,,1,1,3,3, ,0,0,0,0,1, ,2015, ,6000, ,2, ,2, ,28,2,2,192480.p02, , , , , , , , , , , , 
192479,192479.v01,1,2,2017,HYUNDAI, ,HYUNDAI,,,,1,1,8,8, ,0,0,0,0,1, ,2017, ,16000, ,2, ,2, ,21,4,2,192479.p02, , , , , , , , , , , , 
192492,192492.v01,1,1,2017,LINCOLN, ,LINCOLN,,,,1,1,4,4, ,0,0,0,0,3, ,2019,1,8000, ,2, ,2, ,26,5,1,192492.p01, , , , , , , , , , , , 
192502,192502.v01,1,1,2001,MERCURY, ,MERCURY,,,,1,1,4,4, ,0,0,0,0,6, ,2015, ,5800, ,2, ,2, ,15,3,1,192502.p01, , , , , , , , , , , , 
192504,192504.v01,1,2,1999,ACURA, ,ACURA,,,,1,1,1,1, ,0,0,0,0,1, ,1999, ,10000, ,2, ,2, ,25,3,1,192504.p01, , , , , , , , , , , , 
192506,192506.v01,1,1,2016,BMW, ,BMW,,,,1,1,2,2, ,0,0,0,0,1, ,2015, ,15000, ,2, ,2, ,28,3,1,192506.p01, , , , , , , , , , , , 
192522,192522.v03,3,3,1980,FORD, ,FORD,,,,1,1,5,5, ,0,0,0,0,6, ,1980, ,50, ,2, ,2, ,25,1,1,192522.p01, , , , , , , , , , , , 
192528,192528.v02,2,2,2000,LEXUS, ,LEXUS,,,,1,1,8,8, ,0,0,0,0,1, ,2000, ,2500, ,2, ,2, ,18,3,1,192528.p01, , , , , , , , , , , , 
192530,192530.v02,2,3,1994,CHRYSLER, ,CHRYSLER,,,,1,1,4,4, ,0,0,0,0,1, ,1994, ,2500, ,2, ,2, ,15,5,1,192530.p01, , , , , , , , , , , , 
192529,192529.v02,2,3,2003,DODGE, ,DODGE,,,,1,1,13,13, ,0,0,0,0,3, ,2018,12,7000, ,2, ,2, ,22,3,2,192529.p02, , , , , , , , , , , , 
192517,192517.v01,1,1,2015,BUICK, ,BUICK,,,,1,1,3,3, ,0,0,0,0,3, ,2017, ,400, ,2, ,2, ,20,3,1,192517.p01, , , , , , , , , , , , 
192521,192521.v02,2,2,1999,TOYOTA, ,TOYOTA,,,,1,1,3,3, ,0,0,0,0,3, ,2002, ,5000, ,2, ,2, ,25,2,2,192521.p02, , , , , , , , , , , , 
192527,192527.v01,1,1,1990,TOYOTA, ,TOYOTA,,,,1,1,1,1, ,0,0,0,0,1, ,1992, ,7000, ,2, ,2, ,40,2,1,192527.p01, , , , , , , , , , , , 
192532,192532.v02,2,3,2007,PORSCHE, ,PORSCHE,,,,1,1,5,5, ,0,0,0,0,1, ,2007, ,100, ,2, ,2, ,10,6,2,192532.p02, , , , , , , , , , , , 
192535,192535.v02,2,3,2008,TOYOTA, ,TOYOTA,,,,1,1,2,2, ,0,0,0,0,3, ,2015, ,10000, ,2, ,2, ,28,3,2,192535.p02, , , , , , , , , , , , 
192536,192536.v01,1,5,2011,GMC, ,GMC,,,,1,1,13,13, ,0,0,0,0,1, ,2011, ,12000, ,2, ,2, ,10,3,1,192536.p01, , , , , , , , , , , , 
192536,192536.v04,4,5,2016,TOYOTA, ,TOYOTA,,,,2,2,2,2, ,1,0,0,0,3, ,2019,2,10000, ,2, ,2, ,50,3,4,192536.p04, , , , , , , , , , , , 
192533,192533.v02,2,2,1999,FORD, ,FORD,,,,4,4,13,13, ,0,0,0,0,1, ,1999, ,6000, ,2, ,2, ,15,6,1,192533.p01, , , , , , , , , , , , 
192531,192531.v01,1,1,2002,CHEVROLET, ,CHEVROLET,,,,1,1,2,2, ,0,0,0,0,1, ,2002, ,3000, ,1,50,2, ,30,2, , , , , , , , , , , , , , 
192541,192541.v01,1,3,2008,LINCOLN, ,LINCOLN,,,,1,1,13,13, ,0,0,0,0,1, ,2008, ,10000, ,2, ,2, ,15,5,1,192541.p01, , , , , , , , , , , , 
192540,192540.v02,2,2,2017,ACURA, ,ACURA,,,,1,1,2,2, ,0,0,0,0,1, ,2017, ,1000, ,2, ,2, ,100,2,1,192540.p01, , , , , , , , , , , , 
192546,192546.v01,1,1,2006,TOYOTA, ,TOYOTA,,,,2,2,3,3, ,1,0,0,0,1, ,2006, ,9000, ,2, ,2, ,50,4,1,192546.p01, , , , , , , , , , , , 
192549,192549.v02,2,2,2017,TOYOTA, ,TOYOTA,,,,1,1,1,1, ,0,0,0,0,1, ,2016, ,20000, ,2, ,2, ,35,3,2,192549.p02, , , , , , , , , , , , 
192555,192555.v01,1,2,2006,TOYOTA, ,TOYOTA,,,,2,2,3,3, ,1,0,0,0,1, ,2006, ,11000, ,2, ,2, ,38,2,1,192555.p01, , , , , , , , , , , , 
192559,192559.v02,2,2,2012,CHEVROLET, ,CHEVROLET,,,,1,1,2,2, ,0,0,0,0,3, ,2014, ,35000, ,2, ,2, ,25,2,2,192559.p02, , , , , , , , , , , , 
192561,192561.v02,2,2,2012,KIA, ,KIA,,,,1,1,3,3, ,0,0,0,0,3, ,2011, ,2000, ,2, ,2, ,13,2,2,192561.p02, , , , , , , , , , , , 
192563,192563.v02,2,2,2011,NISSAN, ,NISSAN,,,,1,1,6,6, ,0,0,0,0,2, ,2011, ,3000, ,2, ,2, ,20,4,2,192563.p02, , , , , , , , , , , , 
192565,192565.v01,1,1,2014,AUDI, ,AUDI,,,,1,1,2,2, ,0,0,0,0,3, ,2018,3,10000, ,2, ,2, ,25,1,1,192565.p01, , , , , , , , , , , , 
192569,192569.v01,1,4,2019,CHEVROLET, ,CHEVROLET,,,,5,5,2,2, ,0,0,0,1,1, ,2019,2,15000, ,2, ,2, ,80,3,1,192569.p01, , , , , , , , , , , , 
192569,192569.v04,4,4,2013,TOYOTA, ,TOYOTA,,,,1,1,10,10, ,0,0,0,0,1, ,2012, ,10000, ,2, ,2, ,24,3,3,192569.p03, , , , , , , , , , , , 
192572,192572.v02,2,2,1999,PORSCHE, ,PORSCHE,,,,1,1,5,5, ,0,0,0,0,3, ,2008, ,3000, ,2, ,2, ,20,6,1,192572.p01, , , , , , , , , , , , 
192575,192575.v03,3,3,1986,FORD, ,FORD,,,,1,1,13,13, ,0,0,0,0,3, ,1993, ,1200, ,2, ,2, ,12,1,1,192575.p01, , , , , , , , , , , , 
192580,192580.v02,2,2,2014,KIA, ,KIA,,,,1,1,3,3, ,0,0,0,0,1, ,2014, ,7000, ,2, ,2, ,30,1,3,192580.p03, , , , , , , , , , , , 
192581,192581.v01,1,3,2007,DODGE, ,DODGE,,,,1,1,10,10, ,0,0,0,0,3, ,2012, ,100, ,2, ,2, ,25,3,1,192581.p01, , , , , , , , , , , , 
192586,192586.v01,1,2,2017,TOYOTA, ,TOYOTA,,,,1,1,12,12, ,0,0,0,0,1, ,2016, ,12000, ,2, ,2, ,21,4,1,192586.p01, , , , , , , , , , , , 
192591,192591.v02,2,2,2007,DODGE, ,DODGE,,,,1,1,13,13, ,0,0,0,0,1, ,2007, ,100, ,2, ,2, ,15,1,1,192591.p01, , , , , , , , , , , , 
192596,192596.v01,1,2,2015,CHEVROLET, ,CHEVROLET,,,,1,1,7,7, ,0,0,0,0,1, ,2015, ,2000, ,2, ,2, ,30,3,2,192596.p02, , , , , , , , , , , , 
192597,192597.v01,1,2,2016,AUDI, ,AUDI,,,,1,1,6,6, ,0,0,0,0,2, ,2016, ,10000, ,2, ,2, ,29,1,2,192597.p02, , , , , , , , , , , , 
192613,192613.v01,1,1,2006,FORD, ,FORD,,,,1,1,13,13, ,0,0,0,0,1, ,2006, ,4000, ,2, ,2, ,20,2,1,192613.p01, , , , , , , , , , , , 
192609,192609.v03,3,3,2001,DODGE, ,DODGE,,,,1,1,13,13, ,0,0,0,0,1, ,2001, ,3500, ,2, ,2, ,10,7,1,192609.p01, , , , , , , , , , , , 
192608,192608.v01,1,2,2016,BUICK, ,BUICK,,,,1,1,7,7, ,0,0,0,0,3, ,2017, ,10000, ,2, ,2, ,28,3,1,192608.p01, , , , , , , , , , , , 
192614,192614.v01,1,1,2019,FORD, ,FORD,,,,1,1,12,12, ,0,0,0,0,1, ,2019,3,2000, ,2, ,2, ,21,6,1,192614.p01, , , , , , , , , , , , 
192629,192629.v02,2,2,1994,SATURN, ,SATURN,,,,1,1,1,1, ,0,0,0,0,6, ,2013, ,1000, ,2, ,2, ,25,3,2,192629.p02, , , , , , , , , , , , 
192611,192611.v03,3,3,1998,JEEP, ,JEEP,,,,1,1,8,8, ,0,0,0,0,6, ,2018,11,1000, ,2, ,2, ,25,2,3,192611.p03, , , , , , , , , , , , 
192624,192624.v02,2,3,2005,TOYOTA, ,TOYOTA,,,,1,1,13,13, ,0,0,0,0,3, ,2010, ,10000, ,2, ,2, ,16,3,3,192624.p03, , , , , , , , , , , , 
192626,192626.v01,1,1,2012,FORD, ,FORD,,,,1,1,8,8, ,0,0,0,0,1, ,2011, ,9000, ,2, ,2, ,28,3,1,192626.p01, , , , , , , , , , , , 
192618,192618.v01,1,2,2006,TOYOTA, ,TOYOTA,,,,1,1,3,3, ,0,0,0,0,1, ,2005, ,10000, ,2, ,2, ,23,3,2,192618.p02, , , , , , , , , , , , 
193103,193103.v02,2,2,2016,MAZDA, ,MAZDA,,,,1,1,2,2, ,0,0,0,0,1, ,2016, ,20000, ,2, ,2, ,35,3,2,193103.p02, , , , , , , , , , , , 
192630,192630.v01,1,2,2018,HONDA, ,HONDA,,,,1,1,8,8, ,0,0,0,0,1, ,2018,2,8000, ,2, ,2, ,33,3,2,192630.p02, , , , , , , , , , , , 
192631,192631.v01,1,2,2016,RAM, ,RAM,,,,1,1,13,13, ,0,0,0,0,1, ,2015, ,7000, ,2, ,2, ,13,6,1,192631.p01, , , , , , , , , , , , 
192621,192621.v02,2,2,2018,FORD, ,FORD,,,,1,1,1,1, ,0,0,0,0,1, ,2018,3,5, ,1,5,1,5,5,2,1,192621.p01, , , , , , , , , , , , 
192726,192726.v02,2,4,2000,HONDA, ,HONDA,,,,1,1,10,10, ,0,0,0,0,3, ,2000, ,10000, ,2, ,2, ,19,3,1,192726.p01, , , , , , , , , , , , 
192627,192627.v01,1,2,2004,TOYOTA, ,TOYOTA,,,,1,1,8,8, ,0,0,0,0,1, ,2005, ,12000, ,2, ,2, ,20,2,1,192627.p01, , , , , , , , , , , , 
192637,192637.v03,3,3,1998,FORD, ,FORD,,,,1,1,13,13, ,0,0,0,0,1, ,1999, ,1000, ,2, ,2, ,23,5,2,192637.p02, , , , , , , , , , , , 
192643,192643.v01,1,1,2013,HONDA, ,HONDA,,,,1,1,3,3, ,0,0,0,0,2, ,2013, ,15000, ,2, ,2, ,29,2,1,192643.p01, , , , , , , , , , , , 
192641,192641.v02,2,2,2017,LEXUS, ,LEXUS,,,,1,1,6,6, ,0,0,0,0,1, ,2017, ,6000, ,2, ,2, ,18,3,1,192641.p01, , , , , , , , , , , , 
192634,192634.v01,1,1,2010,TOYOTA, ,TOYOTA,,,,2,2,3,3, ,1,0,0,0,1, ,2009, ,48521, ,2, ,2, ,52,2,1,192634.p01, , , , , , , , , , , , 
192640,192640.v01,1,2,2015,MINI, ,MINI,,,,1,1,1,1, ,0,0,0,0,1, ,2015, ,25000, ,2, ,2, ,29,1,1,192640.p01, , , , , , , , , , , , 
192647,192647.v03,3,4,2010,FORD, ,FORD,,,,4,4,13,13, ,0,0,0,0,1, ,2010, ,800, ,2, ,2, ,15,6,1,192647.p01, , , , , , , , , , , , 
192656,192656.v02,2,2,2003,TOYOTA, ,TOYOTA,,,,1,1,2,2, ,0,0,0,0,1, ,2003, ,25000, ,2, ,2, ,28,7,1,192656.p01, , , , , , , , , , , , 
192654,192654.v02,2,3,2014,HONDA, ,HONDA,,,,1,1,2,2, ,0,0,0,0,1, ,2014, ,15000, ,2, ,2, ,40,4,2,192654.p02, , , , , , , , , , , , 
192650,192650.v01,1,1,2013,MAZDA, ,MAZDA,,,,1,1,2,2, ,0,0,0,0,1, ,2013, ,10000, ,2, ,2, ,35,1,1,192650.p01, , , , , , , , , , , , 
192665,192665.v01,1,2,2006,JEEP, ,JEEP,,,,1,1,6,6, ,0,0,0,0,3, ,2010, ,6500, ,2, ,2, ,20,3,1,192665.p01, , , , , , , , , , , , 
192651,192651.v01,1,2,2004,JEEP, ,JEEP,,,,1,1,6,6, ,0,0,0,0,3, ,2012, ,4000, ,2, ,2, ,17,3,1,192651.p01, , , , , , , , , , , , 
192655,192655.v02,2,2,2005,TOYOTA, ,TOYOTA,,,,1,1,10,10, ,0,0,0,0,1, ,2005, ,5000, ,2, ,2, ,25,4,2,192655.p02, , , , , , , , , , , , 
192718,192718.v01,1,1,2010,HONDA, ,HONDA,,,,1,1,2,2, ,0,0,0,0,1, ,2011, ,12000, ,2, ,2, ,20,3,1,192718.p01, , , , , , , , , , , , 
192678,192678.v01,1,2,2016,FORD, ,FORD,,,,1,1,1,1, ,0,0,0,0,1, ,2016, ,1000, ,2, ,2, ,30,5,1,192678.p01, , , , , , , , , , , , 
192672,192672.v02,2,2,2014,TOYOTA, ,TOYOTA,,,,1,1,3,3, ,0,0,0,0,1, ,2013, ,5500, ,2, ,2, ,24,3,1,192672.p01, , , , , , , , , , , , 
192680,192680.v01,1,1,2016,NISSAN, ,NISSAN,,,,1,1,6,6, ,0,0,0,0,1, ,2016, ,12000, ,2, ,2, ,28,3,1,192680.p01, , , , , , , , , , , , 
192686,192686.v02,2,2,2002,MITSUBISHI, ,MITSUBISHI,,,,1,1,8,8, ,0,0,0,0,3, ,2004, ,5, ,2, ,2, ,20,3,1,192686.p01, , , , , , , , , , , , 
192695,192695.v01,1,2,2015,MERCEDES-BENZ, ,MERCEDES-BENZ,,,,1,1,2,2, ,0,0,0,0,2, ,2015, ,11000, ,2, ,2, ,30,2,1,192695.p01, , , , , , , , , , , , 
192692,192692.v01,1,2,2000,TOYOTA, ,TOYOTA,,,,1,1,1,1, ,0,0,0,0,1, ,2000, ,10000, ,2, ,2, ,35,2,1,192692.p01, , , , , , , , , , , , 
192682,192682.v04,4,4,2002,PORSCHE, ,PORSCHE,,,,1,1,5,5, ,0,0,0,0,3, ,2013, ,500, ,2, ,2, ,13,6,2,192682.p02, , , , , , , , , , , , 
192706,192706.v03,3,3,1980,CHEVROLET, ,CHEVROLET,,,,1,1,5,5,3,0,0,0,0,4, ,1993, ,200, ,2, ,2, ,6,6,1,192706.p01, , , , , , , , , , , , 
192700,192700.v01,1,3,2011,SAAB, ,SAAB,,,,1,1,2,2, ,0,0,0,0,3, ,2015, ,3500, ,2, ,2, ,24,3,1,192700.p01, , , , , , , , , , , , 
192721,192721.v01,1,2,2018,CADILLAC, ,CADILLAC,,,,1,1,2,2, ,0,0,0,0,1, ,2018,6,14000, ,2, ,2, ,24,3,2,192721.p02, , , , , , , , , , , , 
192703,192703.v02,2,2,2006,NISSAN, ,NISSAN,,,,1,1,12,12, ,0,0,0,0,1, ,2007, ,9000, ,2, ,2, ,18,4,1,192703.p01, , , , , , , , , , , , 
192724,192724.v01,1,1,2014,CHRYSLER, ,CHRYSLER,,,,1,1,3,3, ,0,0,0,0,3, ,2015, ,22000, ,2, ,2, ,28,3,1,192724.p01, , , , , , , , , , , , 
192709,192709.v01,1,1,2013,ACURA, ,ACURA,,,,1,1,6,6, ,0,0,0,0,1, ,2012, ,9000, ,2, ,2, ,21,3,1,192709.p01, , , , , , , , , , , , 
192701,192701.v01,1,2,2013,HONDA, ,HONDA,,,,1,1,10,10, ,0,0,0,0,3, ,2016, ,9000, ,2, ,2, ,23,6,1,192701.p01, , , , , , , , , , , , 
192702,192702.v01,1,1,2016,MAZDA, ,MAZDA,,,,1,1,2,2, ,0,0,0,0,3, ,2017, ,3000, ,2, ,2, ,28,4,1,192702.p01, , , , , , , , , , , , 
192725,192725.v01,1,1,2005,TOYOTA, ,TOYOTA,,,,1,1,12,12, ,0,0,0,0,1, ,2005, ,8000, ,2, ,2, ,17,6,1,192725.p01, , , , , , , , , , , , 
192759,192759.v02,2,3,2009,HONDA, ,HONDA,,,,1,1,2,2, ,0,0,0,0,1, ,2009, ,12000, ,2, ,2, ,35,3,3,192759.p03, , , , , , , , , , , , 
192712,192712.v01,1,2,2018,KIA, ,KIA,,,,1,1,8,8, ,0,0,0,0,1, ,2018,4,20000, ,2, ,2, ,27,4,1,192712.p01, , , , , , , , , , , , 
192711,192711.v02,2,2,2007,HONDA, ,HONDA,,,,1,1,6,6, ,0,0,0,0,1, ,2006, ,4000, ,2, ,2, ,23,2,2,192711.p02, , , , , , , , , , , , 
192714,192714.v02,2,2,2010,MAZDA, ,MAZDA,,,,1,1,2,2, ,0,0,0,0,1, ,2009, ,8000, ,2, ,2, ,24,3,2,192714.p02, , , , , , , , , , , , 
192731,192731.v01,1,1,2013,HONDA, ,HONDA,,,,1,1,2,2, ,0,0,0,0,3, ,2017, ,2000, ,2, ,2, ,26,3,1,192731.p01, , , , , , , , , , , , 
192734,192734.v01,1,2,2005,KIA, ,KIA,,,,1,1,7,7, ,0,0,0,0,1, ,2004, ,2500, ,2, ,2, ,18,2,1,192734.p01, , , , , , , , , , , , 
192729,192729.v01,1,2,2017,TOYOTA, ,TOYOTA,,,,1,1,6,6, ,0,0,0,0,1, ,2017, ,2000, ,2, ,2, ,22,5,2,192729.p02, , , , , , , , , , , , 
192743,192743.v01,1,2,2015,HONDA, ,HONDA,,,,1,1,8,8, ,0,0,0,0,1, ,2015, ,12000, ,2, ,2, ,28,4,1,192743.p01, , , , , , , , , , , , 
192728,192728.v01,1,2,2008,NISSAN, ,NISSAN,,,,1,1,3,3, ,0,0,0,0,1, ,2008, ,14000, ,2, ,2, ,32,2,1,192728.p01, , , , , , , , , , , , 
192748,192748.v01,1,2,2010,VOLVO, ,VOLVO,,,,1,1,1,1, ,0,0,0,0,3, ,2012, ,8000, ,2, ,2, ,24,3,2,192748.p02, , , , , , , , , , , , 
192747,192747.v03,3,4,2007,TOYOTA, ,TOYOTA,,,,1,1,1,1, ,0,0,0,0,3, ,2016, ,1000, ,2, ,2, ,30,6,1,192747.p01, , , , , , , , , , , , 
192742,192742.v01,1,1,1997,FORD, ,FORD,,,,1,1,11,11, ,0,0,0,0,3, ,2000, ,5000, ,2, ,2, ,16,5,1,192742.p01, , , , , , , , , , , , 
192739,192739.v01,1,3,2017,BMW, ,BMW,,,,1,1,3,3, ,0,0,0,0,1, ,2017, ,15000, ,2, ,2, ,24,2,1,192739.p01, , , , , , , , , , , , 
192750,192750.v02,2,4,2014,FORD, ,FORD,,,,1,1,2,2, ,0,0,0,0,4, ,2016, ,100, ,2, ,2, ,30,3,4,192750.p04, , , , , , , , , , , , 
192755,192755.v01,1,2,2017,GMC, ,GMC,,,,1,1,8,8, ,0,0,0,0,1, ,2018,6,5000, ,2, ,2, ,22,5,1,192755.p01, , , , , , , , , , , , 
