sampno,vehno,vehicle_num,num_hh_vehicles,veh_year,veh_make,veh_make_other,veh_make_clean,veh_model,veh_model_other,veh_model_clean,fuel,fuel_clean,veh_type,veh_type_clean,vehicle_status,flag_hev,flag_phev,flag_fcev,flag_bev,obtain,company_car,current_acquired_year,current_acquired_month,annual_mileage,electric_percent,tnc_veh,tnc_miles,delivery,delivery_miles,mpg,replace_intent,current_primary_driver,primary_driver_id,company_acquired_year,fuel_pay,personal_miles,business_miles,company_primary_driver,company_primary_driver_id,other_drivers,behavior_1,behavior_2,behavior_3,behavior_4,behavior_5
190001,190001.v01,1,1,1998,TOYOTA, ,TOYOTA,REDACTED,REDACTED,REDACTED,1,1,6,6, ,0,0,0,0,1, ,1998, ,1000, ,2, ,2, ,25,6,1,190001.p01, , , , , , , , , , , , 
190003,190003.v01,1,2,2015,LEXUS, ,LEXUS,,,,1,1,3,3, ,0,0,0,0,1, ,2015, ,5000, ,2, ,2, ,37,3,1,190003.p01, , , , , , , , , , , , 
190005,190005.v02,2,2,2002,CHRYSLER, ,CHRYSLER,,,,1,1,2,2, ,0,0,0,0,1, ,2003, ,2500, ,2, ,2, ,20,6,1,190005.p01, , , , , , , , , , , , 
190006,190006.v01,1,2,2018,TOYOTA, ,TOYOTA,,,,1,1,8,8, ,0,0,0,0,1, ,2017, ,10000, ,2, ,2, ,23,4,1,190006.p01, , , , , , , , , , , , 
190009,190009.v03,3,3,2002,HONDA, ,HONDA,,,,1,1,3,3, ,0,0,0,0,1, ,2002, ,6000, ,2, ,2, ,18,6,3,190009.p03, , , , , , , , , , , , 
190007,190007.v02,2,2,2010,LEXUS, ,LEXUS,,,,2,2,2,2, ,1,0,0,0,3, ,2012, ,4000, ,2, ,2, ,30,3,1,190007.p01, , , , , , , , , , , , 
190011,190011.v01,1,2,1980,HONDA, ,HONDA,,,,1,1,1,1, ,0,0,0,0,1, ,1980, ,5000, ,2, ,2, ,30,2,1,190011.p01, , , , , , , , , , , , 
190010,190010.v01,1,1,2019,LEXUS, ,LEXUS,,,,1,1,6,6, ,0,0,0,0,1, ,2019,12,5000, ,2, ,2, ,18,5,1,190010.p01, , , , , , , , , , , , 
190014,190014.v02,2,2,2004,LEXUS, ,LEXUS,,,,1,1,3,3, ,0,0,0,0,1, ,2003, ,3500, ,2, ,2, ,21,2,2,190014.p02, , , , , , , , , , , , 
190015,190015.v01,1,2,2015,HONDA, ,HONDA,,,,1,1,3,3, ,0,0,0,0,1, ,2015, ,34589, ,2, ,2, ,30,1,1,190015.p01, , , , , , , , , , , , 
190017,190017.v01,1,2,2000,HONDA, ,HONDA,,,,1,1,10,10, ,0,0,0,0,3, ,2018,3,12000, ,2, ,2, ,26,5,1,190017.p01, , , , , , , , , , , , 
190018,190018.v02,2,2,2017,LEXUS, ,LEXUS,,,,2,2,6,6, ,1,0,0,0,1, ,2017, ,10000, ,2, ,2, ,25,5,2,190018.p02, , , , , , , , , , , , 
190024,190024.v01,1,1,2012,FORD, ,FORD,,,,1,1,13,13, ,0,0,0,0,3, ,2016, ,3000, ,2, ,2, ,27,4,1,190024.p01, , , , , , , , , , , , 
190029,190029.v01,1,2,2004,DODGE, ,DODGE,,,,1,1,13,13, ,0,0,0,0,1, ,2004, ,2000, ,2, ,2, ,17,6,1,190029.p01, , , , , , , , , , , , 
190035,190035.v01,1,2,2015,HONDA, ,HONDA,,,,1,1,3,3, ,0,0,0,0,1, ,2014, ,10000, ,2, ,2, ,28,3,1,190035.p01, , , , , , , , , , , , 
190033,190033.v01,1,1,1995,VOLKSWAGEN, ,VOLKSWAGEN,,,,1,1,1,1, ,0,0,0,0,3, ,2004, ,130000, ,2, ,2, ,16,2,1,190033.p01, , , , , , , , , , , , 
190031,190031.v02,2,2,2003,TOYOTA, ,TOYOTA,,,,1,1,4,4, ,0,0,0,0,1, ,2003, ,3000, ,2, ,2, ,25,3,2,190031.p02, , , , , , , , , , , , 
190037,190037.v01,1,1,2018,HONDA, ,HONDA,,,,1,1,8,8, ,0,0,0,0,2, ,2018,3,10000, ,2, ,2, ,28,7,2,190037.p02, , , , , , , , , , , , 
190040,190040.v01,1,2,2018,ACURA, ,ACURA,,,,1,1,6,6, ,0,0,0,0,1, ,2017, ,1400, ,2, ,2, ,21,4,1,190040.p01, , , , , , , , , , , , 
190046,190046.v03,3,4,2007,LEXUS, ,LEXUS,,,,1,1,3,3, ,0,0,0,0,1, ,2006, ,10000, ,2, ,2, ,25,4,2,190046.p02, , , , , , , , , , , , 
190042,190042.v02,2,2,2015,HYUNDAI, ,HYUNDAI,,,,1,1,4,4, ,0,0,0,0,3, ,2018,7,10000, ,2, ,2, ,35,4,2,190042.p02, , , , , , , , , , , , 
190045,190045.v01,1,1,2008,HONDA, ,HONDA,,,,1,1,1,1, ,0,0,0,0,1, ,2008, ,8000, ,2, ,2, ,20,6,1,190045.p01, , , , , , , , , , , , 
190048,190048.v01,1,1,2010,HONDA, ,HONDA,,,,1,1,6,6, ,0,0,0,0,1, ,2010, ,10000, ,2, ,2, ,23,4,1,190048.p01, , , , , , , , , , , , 
190053,190053.v01,1,2,2011,NISSAN, ,NISSAN,,,,1,1,7,7, ,0,0,0,0,1, ,2011, ,10000, ,2, ,2, ,19,2,2,190053.p02, , , , , , , , , , , , 
190056,190056.v02,2,2,2002,LEXUS, ,LEXUS,,,,1,1,8,8, ,0,0,0,0,1, ,2002, ,200, ,2, ,2, ,18,7,1,190056.p01, , , , , , , , , , , , 
190051,190051.v01,1,1,2006,LEXUS, ,LEXUS,,,,1,1,3,3, ,0,0,0,0,6, ,2018,7,15000, ,2, ,2, ,27,5,1,190051.p01, , , , , , , , , , , , 
190054,190054.v01,1,1,2018,TOYOTA, ,TOYOTA,,,,2,2,3,3, ,1,0,0,0,1, ,2017, ,6000, ,2, ,2, ,35,4,1,190054.p01, , , , , , , , , , , , 
190059,190059.v02,2,2,1985,TOYOTA, ,TOYOTA,,,,1,1,5,5, ,0,0,0,0,1, ,1985, ,1500, ,2, ,2, ,28,6,1,190059.p01, , , , , , , , , , , , 
190055,190055.v01,1,2,2010,TOYOTA, ,TOYOTA,,,,2,2,3,3, ,1,0,0,0,1, ,2010, ,10000, ,2, ,2, ,45,6,1,190055.p01, , , , , , , , , , , , 
190057,190057.v01,1,1,2013,HONDA, ,HONDA,,,,1,1,2,2, ,0,0,0,0,3, ,2015, ,4000, ,2, ,2, ,26,3,1,190057.p01, , , , , , , , , , , , 
190064,190064.v01,1,2,2018,HONDA, ,HONDA,,,,1,1,2,2, ,0,0,0,0,1, ,2018,1,1200, ,2, ,2, ,30,4,1,190064.p01, , , , , , , , , , , , 
190066,190066.v01,1,1,2007,HYUNDAI, ,HYUNDAI,,,,1,1,4,4, ,0,0,0,0,1, ,2006, ,5000, ,2, ,2, ,15,6,1,190066.p01, , , , , , , , , , , , 
190065,190065.v02,2,2,2009,HONDA, ,HONDA,,,,1,1,2,2, ,0,0,0,0,1, ,2009, ,5000, ,2, ,2, ,25,2,2,190065.p02, , , , , , , , , , , , 
190078,190078.v01,1,2,2003,HONDA, ,HONDA,,,,1,1,6,6, ,0,0,0,0,3, ,2018,8,10000, ,2, ,2, ,24,3,1,190078.p01, , , , , , , , , , , , 
190067,190067.v01,1,1,2016,KIA, ,KIA,,,,1,1,7,7, ,0,0,0,0,1, ,2016, ,10000, ,2, ,2, ,25,4,1,190067.p01, , , , , , , , , , , , 
190077,190077.v01,1,1,2009,HONDA, ,HONDA,,,,1,1,3,3, ,0,0,0,0,1, ,2009, ,5000, ,2, ,2, ,25,4,1,190077.p01, , , , , , , , , , , , 
190076,190076.v02,2,3,2013,Other,Yamaha,YAMAHA,,,,1,1,5,5,4,0,0,0,0,4, ,2018,7,1000, ,2, ,2, ,34,6,1,190076.p01, , , , , , , , , , , , 
190083,190083.v02,2,2,2012,TOYOTA, ,TOYOTA,,,,1,1,3,3, ,0,0,0,0,1, ,2012, ,15900, ,2, ,2, ,10,5,1,190083.p01, , , , , , , , , , , , 
190087,190087.v01,1,1,2004,NISSAN, ,NISSAN,,,,1,1,1,1, ,0,0,0,0,1, ,2003, ,6000, ,2, ,2, ,32,2,1,190087.p01, , , , , , , , , , , , 
190080,190080.v02,2,2,2011,FORD, ,FORD,,,,1,1,3,3, ,0,0,0,0,1, ,2011, ,23500, ,2, ,2, ,28,2,2,190080.p02, , , , , , , , , , , , 
190092,190092.v01,1,1,2015,HONDA, ,HONDA,,,,1,1,2,2, ,0,0,0,0,2, ,2015, ,4000, ,2, ,2, ,16,3,1,190092.p01, , , , , , , , , , , , 
190096,190096.v01,1,1,2015,HONDA, ,HONDA,,,,1,1,8,8, ,0,0,0,0,1, ,2015, ,4000, ,2, ,2, ,30,6,1,190096.p01, , , , , , , , , , , , 
190093,190093.v01,1,2,2017,INFINITI, ,INFINITI,,,,1,1,1,1, ,0,0,0,0,1, ,2017, ,5000, ,2, ,2, ,28,4,1,190093.p01, , , , , , , , , , , , 
190091,190091.v02,2,3,2009,CHEVROLET, ,CHEVROLET,,,,1,1,13,13, ,0,0,0,0,1, ,2007, ,9000, ,2, ,2, ,20,6,2,190091.p02, , , , , , , , , , , , 
190094,190094.v02,2,2,2006,CHEVROLET, ,CHEVROLET,,,,8,8,3,3, ,0,0,0,0,1, ,2006, ,5000, ,2, ,2, ,18,4,1,190094.p01, , , , , , , , , , , , 
190105,190105.v01,1,5,2004,JAGUAR, ,JAGUAR,,,,1,1,2,2, ,0,0,0,0,1, ,2004, ,5000, ,2, ,2, ,21,1,1,190105.p01, , , , , , , , , , , , 
190105,190105.v04,4,5,1995,DODGE, ,DODGE,,,,4,4,13,13,1,0,0,0,0,1, ,1995, ,8000, ,2, ,2, ,20,6,2,190105.p02, , , , , , , , , , , , 
190101,190101.v02,2,2,2007,MAZDA, ,MAZDA,,,,1,1,2,2, ,0,0,0,0,1, ,2006, ,14400, ,2, ,2, ,21,3,2,190101.p02, , , , , , , , , , , , 
190102,190102.v01,1,1,2018,TOYOTA, ,TOYOTA,,,,2,2,2,2, ,1,0,0,0,1, ,2018,8,10000, ,2, ,2, ,55,5,1,190102.p01, , , , , , , , , , , , 
190109,190109.v01,1,4,2003,CADILLAC, ,CADILLAC,,,,1,1,3,3, ,0,0,0,0,3, ,2006, ,2000, ,2, ,2, ,18,3,2,190109.p02, , , , , , , , , , , , 
190109,190109.v04,4,4,2015,INFINITI, ,INFINITI,,,,1,1,3,3, ,0,0,0,0,3, ,2017, ,10000, ,2, ,2, ,25,3,3,190109.p03, , , , , , , , , , , , 
190111,190111.v02,2,3,2009,HONDA, ,HONDA,,,,1,1,2,2, ,0,0,0,0,1, ,2008, ,8000, ,2, ,2, ,30,3,3,190111.p03, , , , , , , , , , , , 
190112,190112.v02,2,2,2001,DODGE, ,DODGE,,,,8,8,12,12, ,0,0,0,0,1, ,2001, ,8000, ,2, ,2, ,15,5,1,190112.p01, , , , , , , , , , , , 
190114,190114.v01,1,1,2012,HYUNDAI, ,HYUNDAI,,,,1,1,3,3, ,0,0,0,0,1, ,2011, ,9000, ,2, ,2, ,32,3,1,190114.p01, , , , , , , , , , , , 
190115,190115.v01,1,1,2016,NISSAN, ,NISSAN,,,,1,1,2,2, ,0,0,0,0,1, ,2015, ,10000, ,2, ,2, ,30,2,2,190115.p02, , , , , , , , , , , , 
190116,190116.v02,2,2,2017,NISSAN, ,NISSAN,,,,1,1,12,12, ,0,0,0,0,3, ,2016, ,6000, ,2, ,2, ,20,4,1,190116.p01, , , , , , , , , , , , 
190120,190120.v01,1,2,2014,TOYOTA, ,TOYOTA,,,,2,2,3,3, ,1,0,0,0,1, ,2013, ,5000, ,2, ,2, ,40,4,2,190120.p02, , , , , , , , , , , , 
190123,190123.v02,2,3,2012,TOYOTA, ,TOYOTA,,,,2,2,2,2, ,1,0,0,0,1, ,2012, ,5500, ,2, ,2, ,50,3,2,190123.p02, , , , , , , , , , , , 
190124,190124.v03,3,3,2002,CHEVROLET, ,CHEVROLET,,,,1,1,5,5, ,0,0,0,0,3, ,2005, ,7000, ,2, ,2, ,25,7,1,190124.p01, , , , , , , , , , , , 
190125,190125.v01,1,3,2017,TOYOTA, ,TOYOTA,,,,6,6,1,1, ,0,0,1,0,1, ,2016, ,10000, ,2, ,2, ,114,3,2,190125.p02, , , , , , , , , , , , 
190129,190129.v01,1,4,2018,KIA, ,KIA,,,,1,1,3,3, ,0,0,0,0,1, ,2018,4,10000, ,2, ,2, ,24,4,2,190129.p02, , , , , , , , , , , , 
190129,190129.v04,4,4,1997,CHEVROLET, ,CHEVROLET,,,,1,1,12,12, ,0,0,0,0,3, ,2013, ,5000, ,2, ,2, ,15,2,1,190129.p01, , , , , , , , , , , , 
190131,190131.v01,1,1,2008,MERCURY, ,MERCURY,,,,2,2,6,6, ,1,0,0,0,3, ,2010, ,10000, ,2, ,2, ,26,3,1,190131.p01, , , , , , , , , , , , 
190133,190133.v03,3,3,2017,TOYOTA, ,TOYOTA,,,,6,6,1,1, ,0,0,1,0,2, ,2017, ,9000, ,2, ,2, ,50,3,1,190133.p01, , , , , , , , , , , , 
190135,190135.v01,1,2,2015,LEXUS, ,LEXUS,,,,2,2,3,3, ,1,0,0,0,1, ,2015, ,12000, ,2, ,2, ,35,4,1,190135.p01, , , , , , , , , , , , 
190136,190136.v02,2,2,2005,HONDA, ,HONDA,,,,1,1,2,2, ,0,0,0,0,3, ,2013, ,8000, ,2, ,2, ,25,2,2,190136.p02, , , , , , , , , , , , 
190140,190140.v03,3,3,2018,HONDA, ,HONDA,,,,3,3,3,3, ,0,1,0,0,1, ,2018,10,12000,90,2, ,2, ,145,6,1,190140.p01, , , , , , , , , , , , 
190141,190141.v02,2,2,1980,Other,porsche,PORSCHE,,,,1,1,1,1,3,0,0,0,0,1, ,1980, ,2000, ,2, ,2, ,25,7,1,190141.p01, , , , , , , , , , , , 
190144,190144.v01,1,3,2017,FORD, ,FORD,,,,1,1,9,9, ,0,0,0,0,2, ,2017, ,13000, ,2, ,2, ,22,2,1,190144.p01, , , , , , , , , , , , 
190146,190146.v01,1,2,2017,TOYOTA, ,TOYOTA,,,,6,6,1,1, ,0,0,1,0,2, ,2017, ,16000, ,2, ,2, ,64,1,1,190146.p01, , , , , , , , , , , , 
190148,190148.v01,1,1,2018,MERCEDES-BENZ, ,MERCEDES-BENZ,,,,1,1,6,6, ,0,0,0,0,3, ,2018,7,20000, ,2, ,2, ,22,3,1,190148.p01, , , , , , , , , , , , 
190150,190150.v02,2,2,2013,NISSAN, ,NISSAN,,,,1,1,5,5, ,0,0,0,0,3, ,2014, ,2000, ,2, ,2, ,22,3,2,190150.p02, , , , , , , , , , , , 
190152,190152.v02,2,3,2015,BMW, ,BMW,,,,1,1,6,6, ,0,0,0,0,1, ,2015, ,150000, ,2, ,2, ,23,3,2,190152.p02, , , , , , , , , , , , 
190153,190153.v03,3,3,2019,ACURA, ,ACURA,,,,1,1,2,2, ,0,0,0,0,2, ,2018,12,5000, ,2, ,2, ,27,3,2,190153.p02, , , , , , , , , , , , 
190157,190157.v01,1,2,2014,HONDA, ,HONDA,,,,1,1,6,6, ,0,0,0,0,1, ,2013, ,40000, ,2, ,2, ,29,3,2,190157.p02, , , , , , , , , , , , 
190158,190158.v02,2,2,2014,ACURA, ,ACURA,,,,1,1,7,7, ,0,0,0,0,1, ,2013, ,12000, ,2, ,2, ,20,4,1,190158.p01, , , , , , , , , , , , 
190160,190160.v01,1,3,2011,TOYOTA, ,TOYOTA,,,,2,2,3,3, ,1,0,0,0,3, ,2016, ,30000, ,2, ,2, ,10,3,3,190160.p03, , , , , , , , , , , , 
190162,190162.v01,1,1,2018,TOYOTA, ,TOYOTA,,,,6,6,1,1, ,0,0,1,0,2, ,2018,8,6000, ,2, ,2, ,50,3,1,190162.p01, , , , , , , , , , , , 
190164,190164.v03,3,3,2005,FORD, ,FORD,,,,1,1,2,2, ,0,0,0,0,3, ,2006, ,5000, ,2, ,2, ,30,2,1,190164.p01, , , , , , , , , , , , 
190167,190167.v02,2,4,2013,HYUNDAI, ,HYUNDAI,,,,1,1,3,3, ,0,0,0,0,1, ,2013, ,9000, ,2, ,2, ,30,3,2,190167.p02, , , , , , , , , , , , 
190172,190172.v02,2,2,1996,MAZDA, ,MAZDA,,,,1,1,12,12, ,0,0,0,0,3, ,2018,6,500, ,2, ,2, ,27,7,1,190172.p01, , , , , , , , , , , , 
190174,190174.v01,1,3,2018,TOYOTA, ,TOYOTA,,,,6,6,1,1, ,0,0,1,0,2, ,2017, ,12000, ,2, ,2, ,60,2,1,190174.p01, , , , , , , , , , , , 
190175,190175.v02,2,3,2016,TOYOTA, ,TOYOTA,,,,1,1,12,12, ,0,0,0,0,1, ,2016, ,10000, ,2, ,2, ,28,6,2,190175.p02, , , , , , , , , , , , 
190178,190178.v01,1,2,2018,HONDA, ,HONDA,,,,1,1,3,3, ,0,0,0,0,2, ,2018,12,10000, ,2, ,2, ,32,3,2,190178.p02, , , , , , , , , , , , 
190179,190179.v01,1,2,2017,BUICK, ,BUICK,,,,1,1,8,8, ,0,0,0,0,1, ,2017, ,2000, ,2, ,2, ,17,5,1,190179.p01, , , , , , , , , , , , 
190184,190184.v01,1,2,2013,SUBARU, ,SUBARU,,,,1,1,3,3, ,0,0,0,0,3, ,2015, ,15000, ,2, ,2, ,25,2,1,190184.p01, , , , , , , , , , , , 
190189,190189.v02,2,3,2017,BMW, ,BMW,,,,2,2,9,8,2,1,0,0,0,1, ,2017, ,10000, ,2, ,2, ,24,3,1,190189.p01, , , , , , , , , , , , 
190186,190186.v01,1,1,2010,TOYOTA, ,TOYOTA,,,,2,2,3,3, ,1,0,0,0,6, ,2013, ,3000, ,2, ,2, ,50,6,1,190186.p01, , , , , , , , , , , , 
190188,190188.v03,3,3,2010,LINCOLN, ,LINCOLN,,,,1,1,3,3, ,0,0,0,0,3, ,2012, ,6500, ,2, ,2, ,22,4,1,190188.p01, , , , , , , , , , , , 
190190,190190.v02,2,4,2012,HONDA, ,HONDA,,,,1,1,2,2, ,0,0,0,0,3, ,2014, ,10000, ,2, ,2, ,23,5,1,190190.p01, , , , , , , , , , , , 
190193,190193.v01,1,2,2019,LEXUS, ,LEXUS,,,,2,2,3,3, ,1,0,0,0,1, ,2018,11,2500, ,2, ,2, ,40,5,2,190193.p02, , , , , , , , , , , , 
190194,190194.v01,1,2,2002,VOLKSWAGEN, ,VOLKSWAGEN,,,,1,1,10,10, ,0,0,0,0,3, ,2007, ,5000, ,2, ,2, ,16,4,3,190194.p03, , , , , , , , , , , , 
190198,190198.v03,3,4,2018,FORD, ,FORD,,,,1,1,5,5, ,0,0,0,0,1, ,2018,4,3500, ,2, ,2, ,22,4,3,190198.p03, , , , , , , , , , , , 
190200,190200.v01,1,1,2017,SUBARU, ,SUBARU,,,,1,1,3,3, ,0,0,0,0,1, ,2017, ,3000, ,2, ,2, ,25,5,1,190200.p01, , , , , , , , , , , , 
190212,190212.v02,2,3,2002,TOYOTA, ,TOYOTA,,,,1,1,3,3, ,0,0,0,0,1, ,2002, ,1000, ,2, ,2, ,25,3,1,190212.p01, , , , , , , , , , , , 
190202,190202.v01,1,1,2018,HONDA, ,HONDA,,,,1,1,2,2, ,0,0,0,0,2, ,2018,5,9000, ,2, ,2, ,32,2,2,190202.p02, , , , , , , , , , , , 
190204,190204.v01,1,1,2012,SUBARU, ,SUBARU,,,,1,1,8,8, ,0,0,0,0,1, ,2012, ,15000, ,2, ,2, ,24,3,1,190204.p01, , , , , , , , , , , , 
190205,190205.v02,2,2,1999,CHEVROLET, ,CHEVROLET,,,,1,1,2,2, ,0,0,0,0,3, ,2008, ,200, ,2, ,2, ,22,5,2,190205.p02, , , , , , , , , , , , 
190206,190206.v01,1,4,2018,ACURA, ,ACURA,,,,2,2,8,8, ,1,0,0,0,1, ,2018,11,20000, ,2, ,2, ,21,4,2,190206.p02, , , , , , , , , , , , 
190206,190206.v04,4,4,2004,NISSAN, ,NISSAN,,,,1,1,13,13, ,0,0,0,0,1, ,2004, ,3000, ,2, ,2, ,15,2,1,190206.p01, , , , , , , , , , , , 
190209,190209.v01,1,3,2011,HONDA, ,HONDA,,,,1,1,10,10, ,0,0,0,0,1, ,2011, ,10000, ,2, ,2, ,23,3,1,190209.p01, , , , , , , , , , , , 
190210,190210.v02,2,3,2003,VOLKSWAGEN, ,VOLKSWAGEN,,,,1,1,1,1, ,0,0,0,0,1, ,2003, ,5000, ,2, ,2, ,22,1,1,190210.p01, , , , , , , , , , , , 
190211,190211.v03,3,3,2010,TOYOTA, ,TOYOTA,,,,1,1,2,2, ,0,0,0,0,1, ,2010, ,9000, ,2, ,2, ,24,3,3,190211.p03, , , , , , , , , , , , 
190214,190214.v01,1,2,2016,HONDA, ,HONDA,,,,1,1,8,8, ,0,0,0,0,1, ,2016, ,15000, ,2, ,2, ,20,4,2,190214.p02, , , , , , , , , , , , 
190216,190216.v02,2,2,2016,KIA, ,KIA,,,,1,1,6,6, ,0,0,0,0,1, ,2016, ,2000, ,2, ,2, ,32,2,1,190216.p01, , , , , , , , , , , , 
190218,190218.v01,1,3,2003,HONDA, ,HONDA,,,,1,1,2,2, ,0,0,0,0,3, ,2019,1,20000, ,2, ,2, ,30,4,1,190218.p01, , , , , , , , , , , , 
190219,190219.v01,1,3,2018,AUDI, ,AUDI,,,,1,1,2,2, ,0,0,0,0,2, ,2017, ,12000, ,2, ,2, ,26,2,1,190219.p01, , , , , , , , , , , , 
190221,190221.v03,3,3,2007,FORD, ,FORD,,,,1,1,3,3, ,0,0,0,0,1, ,2007, ,5000, ,2, ,2, ,32,3,1,190221.p01, , , , , , , , , , , , 
190222,190222.v01,1,1,2015,KIA, ,KIA,,,,1,1,3,3, ,0,0,0,0,1, ,2014, ,5000, ,2, ,2, ,20,1,1,190222.p01, , , , , , , , , , , , 
190224,190224.v02,2,2,2000,HONDA, ,HONDA,,,,1,1,2,2, ,0,0,0,0,3, ,2004, ,10000, ,2, ,2, ,28,2,2,190224.p02, , , , , , , , , , , , 
190225,190225.v01,1,2,2019,SUBARU, ,SUBARU,,,,1,1,3,3, ,0,0,0,0,1, ,2019,2,6000, ,2, ,2, ,30,6,1,190225.p01, , , , , , , , , , , , 
190230,190230.v02,2,8,2007,PORSCHE, ,PORSCHE,,,,1,1,5,5, ,0,0,0,0,1, ,2009, ,1000, ,2, ,2, ,20,6,1,190230.p01, , , , , , , , , , , , 
190230,190230.v05,5,8,2018,MERCEDES-BENZ, ,MERCEDES-BENZ,,,,1,1,3,3, ,0,0,0,0,1, ,2018,2,1000, ,2, ,2, ,19,3,1,190230.p01, , , , , , , , , , , , 
190230,190230.v08,8,8,1980,CHEVROLET, ,CHEVROLET,,,,1,1,5,5, ,0,0,0,0,3, ,2012, ,1000, ,2, ,2, ,15,6,1,190230.p01, , , , , , , , , , , , 
190232,190232.v01,1,6,1998,MITSUBISHI, ,MITSUBISHI,,,,1,1,1,1, ,0,0,0,0,1, ,1998, ,10000, ,2, ,2, ,25,6,3,190232.p03, , , , , , , , , , , , 
190232,190232.v04,4,6,2014,HONDA, ,HONDA,,,,1,1,10,10, ,0,0,0,0,1, ,2013, ,7000, ,2, ,2, ,24,6,2,190232.p02, , , , , , , , , , , , 
190235,190235.v02,2,5,2007,LEXUS, ,LEXUS,,,,1,1,3,3, ,0,0,0,0,3, ,2017, ,15000, ,2, ,2, ,24,3,4,190235.p04, , , , , , , , , , , , 
190236,190236.v01,1,3,2016,HONDA, ,HONDA,,,,1,1,8,8, ,0,0,0,0,1, ,2016, ,7000, ,2, ,2, ,22,5,1,190236.p01, , , , , , , , , , , , 
190235,190235.v05,5,5,2013,TOYOTA, ,TOYOTA,,,,1,1,12,12, ,0,0,0,0,3, ,2016, ,12000, ,2, ,2, ,20,4,4,190235.p04, , , , , , , , , , , , 
190237,190237.v03,3,3,2015,CHEVROLET, ,CHEVROLET,,,,3,3,2,2, ,0,1,0,0,1, ,2014, ,4000,80,2, ,2, ,40,2,1,190237.p01, , , , , , , , , , , , 
190238,190238.v01,1,3,2003,ACURA, ,ACURA,,,,1,1,1,1, ,0,0,0,0,3, ,2016, ,3000, ,2, ,2, ,20,2,1,190238.p01, , , , , , , , , , , , 
190239,190239.v02,2,2,2006,BMW, ,BMW,,,,1,1,6,6, ,0,0,0,0,1, ,2006, ,7000, ,2, ,2, ,20,3,1,190239.p01, , , , , , , , , , , , 
190242,190242.v01,1,1,2016,NISSAN, ,NISSAN,,,,1,1,3,3, ,0,0,0,0,3, ,2017, ,15000, ,2, ,2, ,20,6,1,190242.p01, , , , , , , , , , , , 
190244,190244.v02,2,3,2017,VOLKSWAGEN, ,VOLKSWAGEN,,,,1,1,2,2, ,0,0,0,0,1, ,2017, ,8000, ,2, ,2, ,20,4,1,190244.p01, , , , , , , , , , , , 
190247,190247.v01,1,1,2003,BMW, ,BMW,,,,1,1,1,1, ,0,0,0,0,3, ,2005, ,7000, ,2, ,2, ,23,2,1,190247.p01, , , , , , , , , , , , 
190254,190254.v02,2,2,2018,TOYOTA, ,TOYOTA,,,,1,1,6,6, ,0,0,0,0,2, ,2018,10,3500, ,2, ,2, ,18,3,1,190254.p01, , , , , , , , , , , , 
190249,190249.v01,1,2,2001,CHEVROLET, ,CHEVROLET,,,,1,1,9,9, ,0,0,0,0,6, ,2004, ,20000, ,2, ,2, ,10,3,1,190249.p01, , , , , , , , , , , , 
190251,190251.v02,2,2,2016,INFINITI, ,INFINITI,,,,1,1,7,7, ,0,0,0,0,2, ,2016, ,5000, ,2, ,2, ,20,4,2,190251.p02, , , , , , , , , , , , 
190252,190252.v01,1,2,2019,NISSAN, ,NISSAN,,,,5,5,2,2, ,0,0,0,1,2, ,2019,1,12000, ,2, ,2, ,99,3,1,190252.p01, , , , , , , , , , , , 
190256,190256.v03,3,3,1980,CHEVROLET, ,CHEVROLET,,,,1,1,13,13, ,0,0,0,0,3, ,2016, ,2500, ,2, ,2, ,12,4,2,190256.p02, , , , , , , , , , , , 
190257,190257.v01,1,3,2017,TOYOTA, ,TOYOTA,,,,6,6,1,1, ,0,0,1,0,2, ,2017, ,5000, ,2, ,2, ,50,2,1,190257.p01, , , , , , , , , , , , 
190261,190261.v02,2,2,2011,VOLKSWAGEN, ,VOLKSWAGEN,,,,1,1,2,2, ,0,0,0,0,3, ,2016, ,12000, ,2, ,2, ,30,3,1,190261.p01, , , , , , , , , , , , 
190262,190262.v01,1,3,2016,TOYOTA, ,TOYOTA,,,,1,1,9,9, ,0,0,0,0,1, ,2015, ,20000, ,2, ,2, ,14,4,1,190262.p01, , , , , , , , , , , , 
190264,190264.v01,1,4,2016,TOYOTA, ,TOYOTA,,,,6,6,1,1, ,0,0,1,0,1, ,2016, ,10000, ,2, ,2, ,55,2,1,190264.p01, , , , , , , , , , , , 
190264,190264.v04,4,4,2017,TOYOTA, ,TOYOTA,,,,2,2,2,2, ,1,0,0,0,2, ,2017, ,5000, ,2, ,2, ,55,3,2,190264.p02, , , , , , , , , , , , 
190266,190266.v03,3,3,2014,HONDA, ,HONDA,,,,1,1,2,2, ,0,0,0,0,1, ,2014, ,7000, ,2, ,2, ,25,3,3,190266.p03, , , , , , , , , , , , 
190268,190268.v02,2,3,2018,TESLA, ,TESLA,,,,5,5,3,3, ,0,0,0,1,1, ,2018,11,10000, ,2, ,2, ,100,5,1,190268.p01, , , , , , , , , , , , 
190267,190267.v01,1,2,2015,LEXUS, ,LEXUS,,,,2,2,8,8, ,1,0,0,0,1, ,2015, ,5000, ,2, ,2, ,30,4,2,190267.p02, , , , , , , , , , , , 
190272,190272.v01,1,2,2018,TOYOTA, ,TOYOTA,,,,3,3,2,2, ,0,1,0,0,1, ,2019,1,27500,40,2, ,2, ,80,4,1,190272.p01, , , , , , , , , , , , 
